study_accession,sample_accession,submission_date,source,organism,strain,age,Strain,Age,sex,cell type,Sex
GSE26751,GSM658325,2011,Cerebellum of 8-week-old C57BL/6J male,Mus musculus,C57BL/6J,8-week-old,,,,cerebellar granule cell layer,
GSE26751,GSM658326,2011,Cerebellum of 8-week-old C57BL/6J male,Mus musculus,C57BL/6J,8-week-old,,,,cerebellar granule cell layer,
GSE26933,GSM663171,2011,"PC12 NES-Q13 Dox(-), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663172,2011,"PC12 NES-Q13 Dox(-), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663173,2011,"PC12 NES-Q13 Dox(+), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663174,2011,"PC12 NES-Q13 Dox(+), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663175,2011,"PC12 NES-Q28 Dox(-), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663176,2011,"PC12 NES-Q28 Dox(-), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663177,2011,"PC12 NES-Q28 Dox(+), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663178,2011,"PC12 NES-Q28 Dox(+), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663179,2011,"PC12 NLS-Q13 Dox(-), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663180,2011,"PC12 NLS-Q13 Dox(-), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663181,2011,"PC12 NLS-Q13 Dox(+), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663182,2011,"PC12 NLS-Q13 Dox(+), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663183,2011,"PC12 NLS-Q28 Dox(-), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663184,2011,"PC12 NLS-Q28 Dox(-), rep 2",Rattus norvegicus,,,,,,,
GSE26933,GSM663185,2011,"PC12 NLS-Q28 Dox(+), rep 1",Rattus norvegicus,,,,,,,
GSE26933,GSM663186,2011,"PC12 NLS-Q28 Dox(+), rep 2",Rattus norvegicus,,,,,,,
GSE27049,GSM667580,2011,MII eggs injected with control siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667581,2011,MII eggs injected with control siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667582,2011,MII eggs injected with control siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667583,2011,MII eggs injected with Dcp1a siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667584,2011,MII eggs injected with Dcp1a siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667585,2011,MII eggs injected with Dcp1a siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667586,2011,MII eggs injected with Dcp2 siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667587,2011,MII eggs injected with Dcp2 siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667588,2011,MII eggs injected with Dcp2 siRNA,Mus musculus,CF1,,,,,,
GSE27049,GSM667589,2011,MII eggs injected with Dcp1a+Dcp2 siRNAs,Mus musculus,CF1,,,,,,
GSE27049,GSM667590,2011,MII eggs injected with Dcp1a+Dcp2 siRNAs,Mus musculus,CF1,,,,,,
GSE27049,GSM667591,2011,MII eggs injected with Dcp1a+Dcp2 siRNAs,Mus musculus,CF1,,,,,,
GSE27065,GSM667906,2011,"Woven, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667907,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667908,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667909,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667910,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667911,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667912,2011,"Woven, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667913,2011,"Woven, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667914,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667915,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667916,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667917,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667918,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667919,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667920,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667921,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667922,2011,Normal,Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667923,2011,Normal,Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667924,2011,Normal,Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667925,2011,"Woven, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667926,2011,Normal,Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667927,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667928,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667929,2011,Normal,Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667930,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667931,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667932,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667933,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667934,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667935,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667936,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667937,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667938,2011,Normal,Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667939,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667940,2011,"Woven, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667941,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667942,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667943,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667944,2011,"Woven, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667945,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667946,2011,"Woven, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667947,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667948,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667949,2011,"Lamellar, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667950,2011,"Woven, 1 hr",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667951,2011,"Lamellar, day 3",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667952,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27065,GSM667953,2011,"Lamellar, day 1",Rattus norvegicus,Fischer 344,5 months,,,,,
GSE27137,GSM670536,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27137,GSM670537,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27137,GSM670538,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27137,GSM670539,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27137,GSM670540,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27137,GSM670541,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27137,GSM670542,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27137,GSM670543,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27137,GSM670544,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27137,GSM670545,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27137,GSM670546,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27137,GSM670547,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27137,GSM670548,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27137,GSM670549,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27137,GSM670550,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27137,GSM670551,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27137,GSM670552,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27138,GSM670553,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27138,GSM670554,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27138,GSM670555,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27138,GSM670556,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ LSEC-primed T cells,
GSE27138,GSM670557,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27138,GSM670558,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27138,GSM670559,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27138,GSM670560,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27138,GSM670561,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27138,GSM670562,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27138,GSM670563,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27138,GSM670564,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27138,GSM670565,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27138,GSM670566,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27138,GSM670567,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27138,GSM670568,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27138,GSM670569,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670536,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670537,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670538,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27139,GSM670539,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670540,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27139,GSM670541,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670542,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670543,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670544,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27139,GSM670545,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670546,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670547,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670548,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670549,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670550,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670551,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670552,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670553,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670554,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670555,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27139,GSM670556,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ LSEC-primed T cells,
GSE27139,GSM670557,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27139,GSM670558,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670559,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670560,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670561,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,memory CD8+ T cells,
GSE27139,GSM670562,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670563,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670564,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670565,2011,spleen,Mus musculus,C57Bl/6 background,2-6 months,,,,naive CD8+ T cells,
GSE27139,GSM670566,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670567,2011,coculture with  LSEC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Tpm,
GSE27139,GSM670568,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27139,GSM670569,2011,coculture with splenic  DC,Mus musculus,C57Bl/6 background,2-6 months,,,,CD8+ Teff,
GSE27161,GSM671414,2011,Dendritic Cell in Spleen,Mus musculus,C57BL/6,,,,,Dendritic Cell,
GSE27161,GSM671415,2011,Dendritic Cell in Spleen,Mus musculus,C57BL/6,,,,,Dendritic Cell,
GSE27161,GSM671416,2011,Dendritic Cell in Spleen,Mus musculus,C57BL/6,,,,,Dendritic Cell,
GSE27161,GSM671417,2011,Dendritic Cell in Spleen,Mus musculus,C57BL/6,,,,,Dendritic Cell,
GSE27161,GSM671418,2011,Dendritic Cell in Spleen,Mus musculus,C57BL/6,,,,,Dendritic Cell,
GSE27161,GSM671419,2011,Dendritic Cell in Spleen,Mus musculus,C57BL/6,,,,,Dendritic Cell,
GSE27295,GSM674987,2011,266.6 Pancreatic Cells,Mus musculus,C57BL/6 X SJL,,,,,pancreatic,
GSE27295,GSM674988,2011,266.6 Pancreatic Cells,Mus musculus,C57BL/6 X SJL,,,,,pancreatic,
GSE27302,GSM675083,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675084,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675085,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675086,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675087,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675088,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675089,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675090,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675091,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675092,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675093,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675094,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675095,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675096,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675097,2011,colon,Mus musculus,,,,,,,
GSE27302,GSM675098,2011,colon,Mus musculus,,,,,,,
GSE27434,GSM678219,2011,Regulatory T-cells CD4+CD25+,Mus musculus,C57BL6,,,,,CD4+CD25+,
GSE27434,GSM678220,2011,Regulatory T-cells CD4+CD25+,Mus musculus,C57BL6,,,,,CD4+CD25+,
GSE27434,GSM678221,2011,Regulatory T-cells CD4+CD25+,Mus musculus,C57BL6,,,,,CD4+CD25+,
GSE27434,GSM678222,2011,Regulatory T-cells CD4+CD25+,Mus musculus,C57BL6,,,,,CD4+CD25+,
GSE27434,GSM678223,2011,Regulatory T-cells CD4+CD25+,Mus musculus,C57BL6,,,,,CD4+CD25+,
GSE27434,GSM678224,2011,Regulatory T-cells CD4+CD25+,Mus musculus,C57BL6,,,,,CD4+CD25+,
GSE27472,GSM678800,2011,NIH3T3 with pcDNA3.1 vector,Mus musculus,,,,,,,
GSE27472,GSM678801,2011,NIH3T3 with MARVELD1,Mus musculus,,,,,,,
GSE27630,GSM684727,2011,"Otx2 deficient mouse strain (Puelles et al., 2003, Nature Neuroscience Vol 6(5))",Mus musculus,,,,,,,
GSE27630,GSM684728,2011,"Otx2 deficient mouse strain (Puelles et al., 2003, Nature Neuroscience Vol 6(5))",Mus musculus,,,,,,,
GSE27630,GSM684729,2011,"Otx2 deficient mouse strain (Puelles et al., 2003, Nature Neuroscience Vol 6(5))",Mus musculus,,,,,,,
GSE27630,GSM684730,2011,"Otx2 deficient mouse strain (Puelles et al., 2003, Nature Neuroscience Vol 6(5))",Mus musculus,,,,,,,
GSE27630,GSM684731,2011,Wildtype mice,Mus musculus,,,,,,,
GSE27630,GSM684732,2011,Wildtype mice,Mus musculus,,,,,,,
GSE27630,GSM684733,2011,Wildtype mice,Mus musculus,,,,,,,
GSE27630,GSM684734,2011,Wildtype mice,Mus musculus,,,,,,,
GSE27933,GSM690773,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690774,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690775,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690776,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690777,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690778,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690779,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690780,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690781,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690782,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690783,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690784,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690785,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690786,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690787,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690788,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690789,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690790,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690791,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690792,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690793,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690794,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690795,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690796,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690797,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690798,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690799,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690800,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690801,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690802,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690803,2011,Mouse Whole blood,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690804,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690805,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690806,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690807,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690808,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690809,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690810,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690811,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690812,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690813,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690814,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690815,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690816,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690817,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690818,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,100 days,,,,,
GSE27933,GSM690819,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690820,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690821,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690822,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
GSE27933,GSM690823,2011,Mouse tibialis anterior muscle,Mus musculus,B6.Cg-Tg(G93A-SOD1)1Gur/J,70 days,,,,,
